city,date,precipitation,temperature,humidity,soil_wetness
Peshawar,2023-09-19,0.0,26.46,67.59,0.5
Peshawar,2023-09-20,0.69,26.94,64.69,0.5
Peshawar,2023-09-21,0.21,26.29,49.44,0.5
Peshawar,2023-09-22,1.84,26.56,55.34,0.49
Peshawar,2023-09-23,0.65,24.46,52.25,0.49
Peshawar,2023-09-24,0.88,24.98,58.27,0.49
Peshawar,2023-09-25,3.19,22.82,54.01,0.5
Peshawar,2023-09-26,0.21,23.7,55.34,0.49
Peshawar,2023-09-27,0.0,24.84,48.52,0.49
Peshawar,2023-09-28,1.0,24.42,49.5,0.49
Peshawar,2023-09-29,2.0,22.21,57.91,0.49
Peshawar,2023-09-30,0.0,22.16,42.73,0.49
Peshawar,2023-10-01,0.01,23.1,36.1,0.49
Peshawar,2023-10-02,0.16,23.17,36.46,0.49
Peshawar,2023-10-03,0.0,23.46,32.17,0.48
Peshawar,2023-10-04,0.0,23.94,26.86,0.48
Peshawar,2023-10-05,0.0,24.62,23.25,0.48
Peshawar,2023-10-06,0.0,25.31,23.56,0.48
Peshawar,2023-10-07,0.0,24.69,32.01,0.48
Peshawar,2023-10-08,0.01,25.0,37.99,0.48
Peshawar,2023-10-09,4.04,23.79,48.62,0.48
Peshawar,2023-10-10,0.0,22.16,45.29,0.48
Peshawar,2023-10-11,0.0,23.17,30.11,0.48
Peshawar,2023-10-12,0.0,24.01,28.34,0.48
Peshawar,2023-10-13,1.6,23.62,38.89,0.48
Peshawar,2023-10-14,2.69,20.67,63.23,0.48
Peshawar,2023-10-15,2.44,20.21,66.42,0.49
Peshawar,2023-10-16,9.21,16.87,74.09,0.5
Peshawar,2023-10-17,7.3,15.8,75.75,0.51
Peshawar,2023-10-18,0.0,16.96,61.55,0.51
Peshawar,2023-10-19,0.0,18.66,52.96,0.51
Peshawar,2023-10-20,0.0,18.83,58.31,0.51
Peshawar,2023-10-21,0.13,19.16,64.63,0.51
Peshawar,2023-10-22,1.51,17.63,72.1,0.51
Peshawar,2023-10-23,0.0,17.99,60.77,0.51
Peshawar,2023-10-24,0.01,18.03,53.61,0.5
Peshawar,2023-10-25,0.02,19.24,51.76,0.5
Peshawar,2023-10-26,0.0,20.0,48.94,0.5
Peshawar,2023-10-27,0.0,19.61,52.19,0.5
Peshawar,2023-10-28,0.0,20.38,51.1,0.49
Peshawar,2023-10-29,0.0,20.32,54.02,0.49
Peshawar,2023-10-30,0.0,19.87,53.13,0.49
Peshawar,2023-10-31,0.0,19.47,59.52,0.49
Peshawar,2023-11-01,3.29,19.12,60.1,0.49
Peshawar,2023-11-02,3.47,18.02,67.31,0.5
Peshawar,2023-11-03,0.0,18.0,48.83,0.5
Peshawar,2023-11-04,0.0,17.86,48.1,0.49
Peshawar,2023-11-05,0.0,17.94,50.06,0.49
Peshawar,2023-11-06,0.0,17.88,56.24,0.49
Peshawar,2023-11-07,0.0,16.7,66.51,0.49
Peshawar,2023-11-08,0.06,16.93,62.32,0.49
Peshawar,2023-11-09,26.37,16.4,64.05,0.5
Peshawar,2023-11-10,0.13,12.76,48.76,0.54
Peshawar,2023-11-11,0.17,14.78,39.78,0.53
Peshawar,2023-11-12,0.0,14.92,42.61,0.53
Peshawar,2023-11-13,0.0,14.84,47.81,0.53
Peshawar,2023-11-14,0.0,15.19,47.44,0.53
Peshawar,2023-11-15,0.0,15.64,42.18,0.52
Peshawar,2023-11-16,0.0,15.92,40.09,0.52
Peshawar,2023-11-17,0.0,15.65,43.26,0.52
Peshawar,2023-11-18,0.0,14.72,47.68,0.52
Peshawar,2023-11-19,0.0,15.3,50.25,0.52
Peshawar,2023-11-20,0.0,14.5,52.45,0.52
Peshawar,2023-11-21,0.0,15.21,45.35,0.51
Peshawar,2023-11-22,0.0,15.58,44.16,0.51
Peshawar,2023-11-23,0.0,13.74,57.03,0.51
Peshawar,2023-11-24,0.0,13.56,46.24,0.51
Peshawar,2023-11-25,0.0,14.48,42.98,0.51
Peshawar,2023-11-26,0.0,14.4,43.82,0.51
Peshawar,2023-11-27,0.0,14.68,49.36,0.5
Peshawar,2023-11-28,0.0,14.26,52.39,0.5
Peshawar,2023-11-29,0.04,14.68,52.71,0.5
Peshawar,2023-11-30,3.94,12.6,73.26,0.5
Peshawar,2023-12-01,4.03,12.18,74.96,0.51
Peshawar,2023-12-02,0.0,12.12,55.46,0.51
Peshawar,2023-12-03,0.0,12.1,51.62,0.51
Peshawar,2023-12-04,0.0,12.52,45.95,0.51
Peshawar,2023-12-05,0.0,12.91,36.63,0.51
Peshawar,2023-12-06,0.0,12.48,36.47,0.51
Peshawar,2023-12-07,0.0,12.48,39.5,0.51
Peshawar,2023-12-08,0.0,11.69,39.39,0.5
Peshawar,2023-12-09,0.0,10.74,42.74,0.5
Peshawar,2023-12-10,0.0,10.97,34.14,0.5
Peshawar,2023-12-11,0.0,10.54,33.29,0.5
Peshawar,2023-12-12,0.0,8.91,45.08,0.5
Peshawar,2023-12-13,0.0,8.63,47.58,0.5
Peshawar,2023-12-14,0.0,9.66,48.43,0.5
Peshawar,2023-12-15,0.0,10.37,47.64,0.5
Peshawar,2023-12-16,0.15,9.19,57.32,0.5
Peshawar,2023-12-17,0.0,8.23,50.07,0.49
Peshawar,2023-12-18,0.0,9.44,36.98,0.49
Peshawar,2023-12-19,0.0,10.99,29.45,0.49
Peshawar,2023-12-20,0.0,12.67,27.63,0.49
Peshawar,2023-12-21,0.0,13.35,24.11,0.49
Peshawar,2023-12-22,0.16,13.47,26.11,0.49
Peshawar,2023-12-23,0.5,12.28,44.63,0.49
Peshawar,2023-12-24,0.12,13.15,45.95,0.49
Peshawar,2023-12-25,0.0,13.54,42.47,0.49
Peshawar,2023-12-26,0.0,13.03,41.98,0.49
Peshawar,2023-12-27,0.0,12.22,41.04,0.49
Peshawar,2023-12-28,0.0,13.05,28.82,0.48
Peshawar,2023-12-29,0.0,11.43,41.08,0.48
Peshawar,2023-12-30,0.0,10.51,47.99,0.48
Peshawar,2023-12-31,0.0,11.09,43.44,0.48
Peshawar,2024-01-01,0.0,10.74,38.49,0.48
Peshawar,2024-01-02,0.0,10.56,34.77,0.48
Peshawar,2024-01-03,0.0,9.45,44.41,0.48
Peshawar,2024-01-04,0.0,10.12,43.4,0.48
Peshawar,2024-01-05,0.0,10.35,43.59,0.48
Peshawar,2024-01-06,0.0,9.57,46.03,0.48
Peshawar,2024-01-07,0.0,9.61,46.27,0.48
Peshawar,2024-01-08,0.0,7.69,58.53,0.48
Peshawar,2024-01-09,0.0,9.45,42.44,0.48
Peshawar,2024-01-10,0.0,9.8,33.34,0.48
Peshawar,2024-01-11,0.0,10.34,28.63,0.48
Peshawar,2024-01-12,0.0,10.93,29.24,0.48
Peshawar,2024-01-13,0.0,11.93,28.03,0.48
Peshawar,2024-01-14,0.0,10.95,30.68,0.48
Peshawar,2024-01-15,0.0,11.06,29.81,0.48
Peshawar,2024-01-16,0.0,9.66,39.41,0.48
Peshawar,2024-01-17,0.0,9.17,39.57,0.48
Peshawar,2024-01-18,0.0,9.88,37.44,0.48
Peshawar,2024-01-19,0.0,10.77,36.87,0.48
Peshawar,2024-01-20,0.0,9.51,40.92,0.48
Peshawar,2024-01-21,0.0,10.01,36.16,0.48
Peshawar,2024-01-22,0.0,8.84,36.48,0.48
Peshawar,2024-01-23,0.0,8.62,36.62,0.48
Peshawar,2024-01-24,0.0,8.3,34.62,0.48
Peshawar,2024-01-25,0.0,9.02,39.4,0.48
Peshawar,2024-01-26,0.0,8.16,60.98,0.48
Peshawar,2024-01-27,1.11,9.61,56.97,0.48
Peshawar,2024-01-28,17.83,8.44,80.08,0.49
Peshawar,2024-01-29,6.14,7.52,85.27,0.52
Peshawar,2024-01-30,4.55,8.37,75.65,0.52
Peshawar,2024-01-31,10.91,8.54,72.16,0.54
Peshawar,2024-02-01,0.04,4.52,41.54,0.55
Peshawar,2024-02-02,0.06,5.19,42.41,0.54
Peshawar,2024-02-03,10.77,3.99,78.93,0.55
Peshawar,2024-02-04,2.45,5.27,72.06,0.56
Peshawar,2024-02-05,0.02,5.09,50.92,0.56
Peshawar,2024-02-06,0.01,6.01,47.71,0.56
Peshawar,2024-02-07,0.0,6.13,46.91,0.56
Peshawar,2024-02-08,0.0,9.17,34.39,0.56
Peshawar,2024-02-09,0.0,10.23,35.81,0.56
Peshawar,2024-02-10,0.0,10.81,38.58,0.55
Peshawar,2024-02-11,0.0,11.58,40.81,0.55
Peshawar,2024-02-12,0.0,11.39,44.56,0.55
Peshawar,2024-02-13,0.0,11.9,40.96,0.55
Peshawar,2024-02-14,0.0,12.18,38.79,0.55
Peshawar,2024-02-15,0.0,12.71,39.03,0.54
Peshawar,2024-02-16,0.0,13.43,42.0,0.54
Peshawar,2024-02-17,0.07,13.52,45.88,0.54
Peshawar,2024-02-18,10.77,9.68,73.68,0.54
Peshawar,2024-02-19,45.33,6.9,82.34,0.6
Peshawar,2024-02-20,0.0,6.34,51.09,0.63
Peshawar,2024-02-21,0.41,6.7,47.39,0.63
Peshawar,2024-02-22,0.05,6.44,47.05,0.62
Peshawar,2024-02-23,0.0,8.38,38.95,0.62
Peshawar,2024-02-24,0.0,8.14,43.87,0.62
Peshawar,2024-02-25,1.13,7.73,52.82,0.62
Peshawar,2024-02-26,5.27,6.36,77.7,0.62
Peshawar,2024-02-27,0.02,8.38,68.91,0.62
Peshawar,2024-02-28,0.19,11.21,61.86,0.62
Peshawar,2024-02-29,3.13,10.82,69.4,0.62
Peshawar,2024-03-01,30.14,8.59,90.95,0.64
Peshawar,2024-03-02,35.9,6.95,82.08,0.71
Peshawar,2024-03-03,5.33,3.21,59.34,0.72
Peshawar,2024-03-04,0.0,5.62,55.97,0.72
Peshawar,2024-03-05,0.0,7.59,54.17,0.72
Peshawar,2024-03-06,0.16,9.6,52.42,0.71
Peshawar,2024-03-07,0.41,9.35,63.19,0.71
Peshawar,2024-03-08,0.0,11.08,55.4,0.71
Peshawar,2024-03-09,0.0,12.86,47.72,0.7
Peshawar,2024-03-10,0.0,14.04,52.77,0.7
Peshawar,2024-03-11,0.0,12.86,64.18,0.7
Peshawar,2024-03-12,0.0,14.28,61.3,0.69
Peshawar,2024-03-13,23.3,12.0,67.57,0.7
Peshawar,2024-03-14,0.0,9.75,59.59,0.72
Peshawar,2024-03-15,0.0,12.76,43.6,0.71
Peshawar,2024-03-16,0.0,14.01,43.29,0.71
Peshawar,2024-03-17,0.0,15.46,49.19,0.7
Peshawar,2024-03-18,0.0,17.1,49.06,0.7
Peshawar,2024-03-19,0.0,17.63,50.16,0.69
Peshawar,2024-03-20,0.07,18.89,48.38,0.68
Peshawar,2024-03-21,4.44,16.65,68.68,0.68
Peshawar,2024-03-22,0.39,15.76,70.27,0.68
Peshawar,2024-03-23,0.64,17.28,61.43,0.68
Peshawar,2024-03-24,0.09,17.81,64.25,0.67
Peshawar,2024-03-25,0.0,18.99,48.77,0.67
Peshawar,2024-03-26,0.4,18.4,59.39,0.66
Peshawar,2024-03-27,6.89,17.17,76.61,0.67
Peshawar,2024-03-28,0.51,16.97,76.41,0.67
Peshawar,2024-03-29,17.56,16.09,78.26,0.68
Peshawar,2024-03-30,14.85,14.14,76.78,0.71
Peshawar,2024-03-31,0.0,13.84,56.49,0.71
Peshawar,2024-04-01,0.0,16.25,41.76,0.7
Peshawar,2024-04-02,1.09,16.73,47.4,0.69
Peshawar,2024-04-03,1.96,17.16,51.38,0.69
Peshawar,2024-04-04,0.07,17.92,49.92,0.69
Peshawar,2024-04-05,0.0,17.74,46.44,0.68
Peshawar,2024-04-06,0.0,19.41,41.91,0.67
Peshawar,2024-04-07,0.0,19.67,43.0,0.67
Peshawar,2024-04-08,0.0,20.57,40.17,0.66
Peshawar,2024-04-09,0.0,21.23,45.46,0.65
Peshawar,2024-04-10,1.1,19.96,55.56,0.65
Peshawar,2024-04-11,1.07,19.4,58.84,0.65
Peshawar,2024-04-12,6.32,17.58,67.5,0.64
Peshawar,2024-04-13,45.97,14.28,84.05,0.68
Peshawar,2024-04-14,4.44,15.49,81.79,0.72
Peshawar,2024-04-15,31.97,15.63,85.25,0.74
Peshawar,2024-04-16,1.0,17.53,63.14,0.76
Peshawar,2024-04-17,0.13,19.34,53.55,0.75
Peshawar,2024-04-18,7.94,17.16,65.71,0.75
Peshawar,2024-04-19,26.92,15.5,78.73,0.77
Peshawar,2024-04-20,2.17,16.42,77.54,0.78
Peshawar,2024-04-21,2.93,18.25,68.11,0.78
Peshawar,2024-04-22,0.93,18.67,62.71,0.77
Peshawar,2024-04-23,0.01,20.29,57.17,0.77
Peshawar,2024-04-24,0.0,20.87,57.49,0.76
Peshawar,2024-04-25,1.34,22.05,60.93,0.75
Peshawar,2024-04-26,4.78,19.92,69.6,0.75
Peshawar,2024-04-27,18.43,16.27,80.27,0.76
Peshawar,2024-04-28,22.4,15.66,79.58,0.78
Peshawar,2024-04-29,2.7,14.97,66.51,0.8
Peshawar,2024-04-30,1.69,13.34,63.4,0.79
Peshawar,2024-05-01,0.0,17.06,48.52,0.78
Peshawar,2024-05-02,0.0,19.58,49.38,0.77
Peshawar,2024-05-03,1.03,19.0,60.07,0.76
Peshawar,2024-05-04,0.82,19.19,66.17,0.76
Peshawar,2024-05-05,0.06,21.98,61.64,0.75
Peshawar,2024-05-06,0.0,23.84,45.47,0.74
Peshawar,2024-05-07,0.0,25.03,42.22,0.73
Peshawar,2024-05-08,0.0,26.93,44.96,0.72
Peshawar,2024-05-09,0.1,27.31,48.54,0.71
Peshawar,2024-05-10,6.66,22.29,68.96,0.71
Peshawar,2024-05-11,3.69,23.61,65.15,0.71
Peshawar,2024-05-12,6.06,21.6,63.46,0.71
Peshawar,2024-05-13,0.04,22.87,61.0,0.71
Peshawar,2024-05-14,0.0,25.11,54.61,0.7
Peshawar,2024-05-15,0.0,26.7,48.33,0.69
Peshawar,2024-05-16,0.0,27.4,51.66,0.68
Peshawar,2024-05-17,0.01,27.68,49.53,0.67
Peshawar,2024-05-18,0.04,26.7,49.6,0.66
Peshawar,2024-05-19,0.38,26.58,43.68,0.65
Peshawar,2024-05-20,2.38,26.92,47.24,0.65
Peshawar,2024-05-21,0.0,26.59,37.98,0.64
Peshawar,2024-05-22,0.0,28.29,34.9,0.63
Peshawar,2024-05-23,0.0,28.98,39.73,0.62
Peshawar,2024-05-24,0.27,29.32,41.89,0.62
Peshawar,2024-05-25,0.05,28.63,42.84,0.61
Peshawar,2024-05-26,0.0,27.25,35.07,0.6
Peshawar,2024-05-27,0.0,28.27,28.61,0.59
Peshawar,2024-05-28,0.0,27.18,25.92,0.58
Peshawar,2024-05-29,0.0,26.62,27.19,0.57
Peshawar,2024-05-30,0.0,27.06,28.54,0.57
Peshawar,2024-05-31,0.0,27.0,29.77,0.56
Peshawar,2024-06-01,0.0,27.59,29.19,0.55
Peshawar,2024-06-02,0.0,28.33,31.16,0.54
Peshawar,2024-06-03,0.0,29.75,37.74,0.54
Peshawar,2024-06-04,1.29,28.85,35.98,0.53
Peshawar,2024-06-05,6.0,27.09,45.73,0.53
Peshawar,2024-06-06,4.64,25.09,51.62,0.54
Peshawar,2024-06-07,0.03,25.21,42.89,0.54
Peshawar,2024-06-08,0.35,25.47,42.19,0.53
Peshawar,2024-06-09,0.48,27.96,34.43,0.53
Peshawar,2024-06-10,0.0,28.54,30.69,0.52
Peshawar,2024-06-11,0.37,29.67,32.45,0.52
Peshawar,2024-06-12,0.66,30.5,32.19,0.51
Peshawar,2024-06-13,0.11,31.3,31.24,0.51
Peshawar,2024-06-14,0.6,31.27,31.23,0.5
Peshawar,2024-06-15,0.23,31.74,32.52,0.5
Peshawar,2024-06-16,0.0,33.3,28.48,0.5
Peshawar,2024-06-17,0.85,33.62,28.09,0.49
Peshawar,2024-06-18,1.56,32.43,25.87,0.49
Peshawar,2024-06-19,0.93,31.2,24.44,0.49
Peshawar,2024-06-20,1.63,31.57,27.27,0.49
Peshawar,2024-06-21,14.52,25.83,50.72,0.5
Peshawar,2024-06-22,0.22,27.79,49.36,0.51
Peshawar,2024-06-23,0.57,29.22,47.35,0.5
Peshawar,2024-06-24,0.07,30.5,38.32,0.5
Peshawar,2024-06-25,1.04,31.65,36.37,0.49
Peshawar,2024-06-26,0.07,32.84,35.19,0.49
Peshawar,2024-06-27,0.1,33.31,35.36,0.49
Peshawar,2024-06-28,0.16,32.88,36.01,0.48
Peshawar,2024-06-29,0.3,33.04,36.7,0.48
Peshawar,2024-06-30,0.0,34.13,30.1,0.48
Peshawar,2024-07-01,0.23,34.01,26.18,0.48
Peshawar,2024-07-02,2.46,33.52,25.11,0.48
Peshawar,2024-07-03,0.0,35.36,22.51,0.48
Peshawar,2024-07-04,0.68,34.97,37.1,0.48
Peshawar,2024-07-05,0.51,33.66,35.29,0.48
Peshawar,2024-07-06,5.99,30.4,37.56,0.48
Peshawar,2024-07-07,5.66,29.25,55.72,0.49
Peshawar,2024-07-08,2.8,30.04,57.42,0.49
Peshawar,2024-07-09,3.8,29.85,63.01,0.49
Peshawar,2024-07-10,5.24,30.67,60.79,0.5
Peshawar,2024-07-11,0.82,31.5,51.23,0.49
Peshawar,2024-07-12,0.03,30.72,42.11,0.49
Peshawar,2024-07-13,4.59,29.52,54.29,0.49
Peshawar,2024-07-14,0.21,29.5,50.25,0.49
Peshawar,2024-07-15,4.21,29.47,56.51,0.49
Peshawar,2024-07-16,1.18,29.72,58.67,0.49
Peshawar,2024-07-17,0.09,29.58,51.13,0.49
Peshawar,2024-07-18,10.39,30.35,50.54,0.49
Peshawar,2024-07-19,10.57,29.76,61.4,0.51
Peshawar,2024-07-20,0.89,31.11,56.11,0.51
Peshawar,2024-07-21,0.21,31.91,53.03,0.51
Peshawar,2024-07-22,0.37,32.33,53.44,0.5
Peshawar,2024-07-23,58.29,31.66,58.46,0.51
Peshawar,2024-07-24,1.61,30.05,63.48,0.58
Peshawar,2024-07-25,3.12,31.5,58.28,0.57
Peshawar,2024-07-26,0.02,31.93,53.15,0.56
Peshawar,2024-07-27,0.03,31.44,55.39,0.55
Peshawar,2024-07-28,1.27,31.43,62.76,0.55
Peshawar,2024-07-29,12.85,30.58,69.23,0.55
Peshawar,2024-07-30,17.54,29.93,73.31,0.58
Peshawar,2024-07-31,5.85,30.49,70.32,0.59
Peshawar,2024-08-01,9.7,29.75,67.22,0.59
Peshawar,2024-08-02,25.61,27.0,78.02,0.63
Peshawar,2024-08-03,4.77,27.66,75.61,0.63
Peshawar,2024-08-04,3.54,26.93,81.29,0.63
Peshawar,2024-08-05,5.24,27.24,78.73,0.63
Peshawar,2024-08-06,14.62,28.49,73.6,0.64
Peshawar,2024-08-07,3.32,28.92,68.24,0.65
Peshawar,2024-08-08,3.93,29.34,69.88,0.64
Peshawar,2024-08-09,5.54,28.91,73.31,0.64
Peshawar,2024-08-10,2.03,29.23,68.49,0.64
Peshawar,2024-08-11,3.05,29.2,63.72,0.64
Peshawar,2024-08-12,0.06,28.07,71.43,0.63
Peshawar,2024-08-13,0.0,29.18,71.31,0.62
Peshawar,2024-08-14,0.47,29.66,71.3,0.61
Peshawar,2024-08-15,2.51,28.95,75.9,0.61
Peshawar,2024-08-16,3.38,27.35,74.79,0.61
Peshawar,2024-08-17,6.2,26.19,77.05,0.62
Peshawar,2024-08-18,1.46,27.37,74.76,0.62
Peshawar,2024-08-19,0.78,28.61,68.69,0.61
Peshawar,2024-08-20,3.7,27.84,71.91,0.61
Peshawar,2024-08-21,6.98,26.37,69.67,0.61
Peshawar,2024-08-22,2.2,27.42,68.93,0.61
Peshawar,2024-08-23,0.01,27.23,63.18,0.61
Peshawar,2024-08-24,0.38,27.55,69.94,0.6
Peshawar,2024-08-25,0.56,28.56,65.65,0.6
Peshawar,2024-08-26,0.73,28.35,61.05,0.59
Peshawar,2024-08-27,11.46,26.2,78.09,0.59
Peshawar,2024-08-28,2.8,24.28,78.0,0.6
Peshawar,2024-08-29,4.2,24.95,74.11,0.6
Peshawar,2024-08-30,20.75,22.56,84.64,0.63
Peshawar,2024-08-31,0.04,26.04,66.04,0.63
Peshawar,2024-09-01,0.0,27.54,64.56,0.62
Peshawar,2024-09-02,2.07,27.35,68.85,0.62
Peshawar,2024-09-03,1.69,25.17,61.64,0.62
Peshawar,2024-09-04,0.15,26.34,64.26,0.61
Peshawar,2024-09-05,0.01,25.68,59.15,0.6
Peshawar,2024-09-06,0.55,26.4,64.0,0.6
Peshawar,2024-09-07,1.16,26.76,63.97,0.59
Peshawar,2024-09-08,0.1,26.41,58.59,0.59
Peshawar,2024-09-09,0.0,26.41,52.5,0.58
Peshawar,2024-09-10,0.37,25.79,47.15,0.58
Peshawar,2024-09-11,0.46,26.4,51.54,0.57
Peshawar,2024-09-12,0.11,27.1,51.99,0.57
Peshawar,2024-09-13,0.68,26.87,63.94,0.56
Peshawar,2024-09-14,1.34,24.28,66.71,0.56
Peshawar,2024-09-15,0.1,24.89,64.82,0.56
Peshawar,2024-09-16,0.0,25.23,64.2,0.55
Peshawar,2024-09-17,0.0,24.61,61.03,0.55
Peshawar,2024-09-18,0.0,26.24,59.03,0.55
Peshawar,2024-09-19,0.0,26.64,57.76,0.54
Peshawar,2024-09-20,0.0,27.27,53.35,0.54
Peshawar,2024-09-21,0.0,27.76,53.14,0.53
Peshawar,2024-09-22,0.0,27.96,58.57,0.53
Peshawar,2024-09-23,0.0,28.39,55.65,0.53
Peshawar,2024-09-24,0.0,28.15,54.95,0.52
Peshawar,2024-09-25,0.0,27.99,59.12,0.52
Peshawar,2024-09-26,4.64,27.04,67.26,0.52
Peshawar,2024-09-27,3.58,25.85,67.6,0.52
Peshawar,2024-09-28,0.73,24.56,63.67,0.52
Peshawar,2024-09-29,0.02,25.19,68.1,0.52
Peshawar,2024-09-30,0.0,26.26,59.28,0.52
Peshawar,2024-10-01,0.0,26.13,47.75,0.51
Peshawar,2024-10-02,0.0,25.93,40.79,0.51
Peshawar,2024-10-03,0.0,25.12,37.02,0.51
Peshawar,2024-10-04,0.0,24.57,41.17,0.5
Peshawar,2024-10-05,7.92,24.46,54.22,0.5
Peshawar,2024-10-06,7.25,22.02,64.93,0.52
Peshawar,2024-10-07,2.39,23.28,61.76,0.52
Peshawar,2024-10-08,3.65,22.02,64.13,0.53
Peshawar,2024-10-09,0.73,21.31,57.58,0.53
Peshawar,2024-10-10,0.0,21.68,53.69,0.52
Peshawar,2024-10-11,0.0,22.49,47.6,0.52
Peshawar,2024-10-12,0.0,22.28,44.72,0.52
Peshawar,2024-10-13,0.03,21.91,48.15,0.51
Peshawar,2024-10-14,0.0,21.68,49.52,0.51
Peshawar,2024-10-15,0.0,22.13,46.63,0.51
Peshawar,2024-10-16,0.0,22.33,43.54,0.5
Peshawar,2024-10-17,0.01,21.75,50.1,0.5
Peshawar,2024-10-18,0.0,21.62,50.03,0.5
Peshawar,2024-10-19,0.0,21.83,45.31,0.5
Peshawar,2024-10-20,0.0,21.24,41.22,0.49
Peshawar,2024-10-21,0.0,20.88,49.79,0.49
Peshawar,2024-10-22,1.6,20.56,58.22,0.49
Peshawar,2024-10-23,0.33,19.7,66.15,0.49
Peshawar,2024-10-24,0.0,20.36,51.39,0.49
Peshawar,2024-10-25,0.0,21.81,36.13,0.49
Peshawar,2024-10-26,0.0,22.67,36.64,0.49
Peshawar,2024-10-27,0.0,22.72,36.88,0.49
Peshawar,2024-10-28,8.55,21.29,48.29,0.49
Peshawar,2024-10-29,4.41,20.13,65.76,0.51
Peshawar,2024-10-30,0.24,19.38,59.45,0.51
Peshawar,2024-10-31,0.0,20.22,46.42,0.5
Peshawar,2024-11-01,0.0,20.06,35.17,0.5
Peshawar,2024-11-02,0.0,19.8,36.62,0.5
Peshawar,2024-11-03,0.0,19.68,41.19,0.5
Peshawar,2024-11-04,0.0,20.66,39.8,0.49
Peshawar,2024-11-05,0.0,20.51,43.36,0.49
Peshawar,2024-11-06,0.0,21.13,43.45,0.49
Peshawar,2024-11-07,0.0,20.14,42.78,0.49
Peshawar,2024-11-08,0.0,20.3,41.79,0.49
Peshawar,2024-11-09,0.0,19.46,42.23,0.49
Peshawar,2024-11-10,0.8,18.96,48.34,0.49
Peshawar,2024-11-11,3.96,16.92,61.43,0.49
Peshawar,2024-11-12,0.12,15.26,54.41,0.49
Peshawar,2024-11-13,0.2,15.57,51.84,0.49
Peshawar,2024-11-14,2.36,15.3,61.29,0.49
Peshawar,2024-11-15,10.86,13.67,73.33,0.5
Peshawar,2024-11-16,0.85,13.31,64.51,0.52
Peshawar,2024-11-17,0.0,13.92,48.76,0.51
Peshawar,2024-11-18,0.0,14.17,42.51,0.51
Peshawar,2024-11-19,0.0,14.44,39.45,0.51
Peshawar,2024-11-20,0.0,14.89,41.66,0.51
Peshawar,2024-11-21,0.0,15.39,44.48,0.5
Peshawar,2024-11-22,0.0,14.56,46.14,0.5
Peshawar,2024-11-23,0.0,14.4,51.34,0.5
Peshawar,2024-11-24,0.0,13.57,56.17,0.5
Peshawar,2024-11-25,0.0,13.53,47.35,0.5
Peshawar,2024-11-26,0.0,13.59,36.3,0.5
Peshawar,2024-11-27,0.0,13.6,33.22,0.5
Peshawar,2024-11-28,0.0,13.97,32.89,0.49
Peshawar,2024-11-29,1.46,12.86,47.63,0.49
Peshawar,2024-11-30,0.0,12.75,56.82,0.5
Peshawar,2024-12-01,0.1,12.72,55.32,0.49
Peshawar,2024-12-02,0.88,12.29,59.42,0.49
Peshawar,2024-12-03,0.11,11.46,59.32,0.49
Peshawar,2024-12-04,0.0,11.6,38.39,0.49
Peshawar,2024-12-05,0.09,11.22,30.12,0.49
Peshawar,2024-12-06,0.0,9.76,28.72,0.49
Peshawar,2024-12-07,0.0,9.58,28.08,0.49
Peshawar,2024-12-08,0.02,7.77,26.19,0.49
Peshawar,2024-12-09,0.02,6.22,18.34,0.49
Peshawar,2024-12-10,0.0,7.05,24.65,0.49
Peshawar,2024-12-11,0.0,8.45,35.77,0.49
Peshawar,2024-12-12,0.0,7.92,36.54,0.49
Peshawar,2024-12-13,0.0,8.08,31.31,0.49
Peshawar,2024-12-14,0.0,10.13,21.91,0.48
Peshawar,2024-12-15,0.0,11.01,22.18,0.48
Peshawar,2024-12-16,0.0,10.6,34.72,0.48
Peshawar,2024-12-17,0.0,10.3,28.84,0.48
Peshawar,2024-12-18,0.0,9.94,28.21,0.48
Peshawar,2024-12-19,0.0,8.82,26.35,0.48
Peshawar,2024-12-20,0.0,8.21,26.24,0.48
Peshawar,2024-12-21,0.0,8.7,24.32,0.48
Peshawar,2024-12-22,0.0,9.48,28.41,0.48
Peshawar,2024-12-23,0.0,8.24,33.59,0.48
Peshawar,2024-12-24,0.04,7.82,32.1,0.48
Peshawar,2024-12-25,0.0,9.0,24.43,0.48
Peshawar,2024-12-26,0.0,9.44,22.77,0.48
Peshawar,2024-12-27,0.0,9.37,29.38,0.48
Peshawar,2024-12-28,0.0,8.68,31.28,0.48
Peshawar,2024-12-29,0.0,8.62,34.89,0.48
Peshawar,2024-12-30,0.0,9.8,25.2,0.48
Peshawar,2024-12-31,0.0,9.8,31.15,0.48
Quetta,2020-01-01,0.0,2.0,58.12,0.48
Quetta,2020-01-02,0.0,2.92,82.07,0.48
Quetta,2020-01-03,0.59,4.43,77.88,0.48
Quetta,2020-01-04,1.36,4.05,76.79,0.48
Quetta,2020-01-05,28.45,4.52,92.18,0.51
Quetta,2020-01-06,17.13,4.7,94.66,0.56
Quetta,2020-01-07,0.11,0.6,69.8,0.57
Quetta,2020-01-08,0.0,-1.14,53.41,0.56
Quetta,2020-01-09,0.0,2.73,34.82,0.56
Quetta,2020-01-10,0.0,3.28,45.99,0.56
Quetta,2020-01-11,3.25,2.17,73.77,0.56
Quetta,2020-01-12,11.26,0.44,91.98,0.57
